Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Шашлычков Рыжик,служба доставки шашлыков,Доставка готовых блюд; Быстрое питание,"Судостроительная, 123/1",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,83912888388,89535984877,,,,http://шашлычков-рыжик.рф/,,,https://vk.com/urizhika,,,55.988498,92.847968,https://2gis.com/firm/70000001050283720
Ереван,кафе быстрого питания,Быстрое питание; Доставка готовых блюд,"Судостроительная, 71",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+07:00,89232877617,83912148090,,,,http://www.yerevan-shaurma24.ru/,,,https://vk.com/erevan_shaurma24,,,55.983443,92.841955,https://2gis.com/firm/70000001040772218
Inwok,лапшичная,Быстрое питание; Доставка готовых блюд; Кафе,"Свердловская, 8Б",,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,83912151817,,,,,,,,https://vk.com/inwok24,,,55.976449,92.808873,https://2gis.com/firm/70000001061583236
Какая-то шаурма,,Быстрое питание,"Кирова, 19/1",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 17:00-03:00; Вт: 17:00-03:00; Ср: 17:00-03:00; Чт: 17:00-03:00; Пт: 17:00-05:00; Сб: 17:00-05:00; Вс: 17:00-03:00,+07:00,89994435959,,,,,,,,,,,56.010919,92.863522,https://2gis.com/firm/70000001050916063
Вкусно — и точка,сеть предприятий общественного питания,Быстрое питание,"Перенсона, 4",,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 00:00-05:00, 06:00-24:00; Вт: 00:00-05:00, 06:00-24:00; Ср: 00:00-05:00, 06:00-24:00; Чт: 00:00-05:00, 06:00-24:00; Пт: 00:00-05:00, 06:00-24:00; Сб: 00:00-05:00, 06:00-24:00; Вс: 00:00-05:00, 06:00-24:00",+07:00,83919864421,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itocka_sibir,,,56.009467,92.867602,https://2gis.com/firm/70000001044488920
KFC,сеть ресторанов быстрого обслуживания,Быстрое питание; Доставка готовых блюд,"Телевизорная, 1 ст90",2 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,84952408424,,,,,http://kfc.ru/?utm_source=2gis_mgcom&utm_medium,,,https://vk.com/kfcrussia,,,56.02274,92.7975,https://2gis.com/firm/70000001007476455
Subway,,Быстрое питание; Доставка готовых блюд,"проспект Мира, 85",1 этаж,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,83912003488,,,57103@subways.online,,http://www.subway.ru,,,https://vk.com/subwayrussia,https://youtube.com/channel/UCZztqHMZ0Y014Mw_r-aqAkA,,56.011349,92.860331,https://2gis.com/firm/70000001045884679
Большой папа,кафе быстрого питания,Быстрое питание,"Полтавская, 38/6",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,83912148408,89237713145,,,,http://bigpap.ru,,,,,,55.985241,92.858011,https://2gis.com/firm/70000001049841235
Pokewoke,служба доставки еды,Быстрое питание; Доставка готовых блюд,"Полтавская, 38/22",2 этаж,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+07:00,83912911010,,,jastotziv@gmail.com,,http://pokewoke.ru,,,https://vk.com/pokewoke_krsk,,,55.985267,92.868289,https://2gis.com/firm/70000001036709284
KFC,сеть ресторанов быстрого обслуживания,Быстрое питание,"Маерчака, 22",,660075,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 00:00-04:00, 05:00-24:00; Вт: 00:00-04:00, 05:00-24:00; Ср: 00:00-04:00, 05:00-24:00; Чт: 00:00-04:00, 05:00-24:00; Пт: 00:00-04:00, 05:00-24:00; Сб: 00:00-04:00, 05:00-24:00; Вс: 00:00-04:00, 05:00-24:00",+07:00,,,,,,http://kfc.ru/?utm_source=2gis_mgcom&utm_medium,,,https://vk.com/kfcrussia,,,56.023438,92.835185,https://2gis.com/firm/70000001060861069
Grill Go,,Быстрое питание,"Судостроительная, 123/1",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+07:00,89504167277,,,grill.go24@gmail.com,,,,,https://vk.com/club208638966,,,55.988477,92.848226,https://2gis.com/firm/70000001039903239
Точка на мира,столовая,Столовые; Доставка готовых блюд; Банкетные залы; Быстрое питание,"проспект Мира, 132",цокольный этаж,660021,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,89029908686,,,,,,,,,,,56.010584,92.839233,https://2gis.com/firm/70000001039518506
Вкусно — и точка,сеть предприятий общественного питания,Быстрое питание,"проспект им. газеты Красноярский Рабочий, 195",1 этаж,660064,Предмостная площадь,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+07:00,83919865643,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itocka_sibir,,,55.991962,92.889144,https://2gis.com/firm/70000001046658863
Доставка суши им. Чехова,,Доставка готовых блюд; Быстрое питание,"Академика Киренского, 126",1 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,83912514000,,,,,http://chehov124.ru,,,https://vk.com/dostavkachehova,,,56.018128,92.800364,https://2gis.com/firm/70000001006464106
Авокадо,суши-бар,Доставка готовых блюд; Быстрое питание,"Красной Армии, 10",Б1-19 место; 1 этаж,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,89509993380,,,,,http://avocadoroll.ru/,,,,,,56.014255,92.856779,https://2gis.com/firm/70000001023329699
The Угли street,бар,Быстрое питание; Доставка готовых блюд; Кафе,"проспект Мира, 79",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-23:00,+07:00,83912300111,,,,,,,,,,,56.011235,92.863468,https://2gis.com/firm/70000001055610916
Shatin,шаурменная,Быстрое питание,"Карла Маркса, 102д",,660017,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+07:00,89631920633,,,,,,,,,,,56.010287,92.860796,https://2gis.com/firm/70000001040131281
Каменный топор,кафе,Доставка готовых блюд; Быстрое питание; Кулинарии,"Диктатуры Пролетариата, 42 ст1",,660060,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 14:00-22:00; Вс: 14:00-22:00,+07:00,89659090242,,,,,,,,,,,56.015526,92.858104,https://2gis.com/firm/70000001055171430
Чебурекми,чебуречная,Быстрое питание; Доставка готовых блюд,"Судостроительная, 133/1",,660012,Пашенный,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+07:00,83912862445,,,,,http://cheburek.me,,,https://vk.com/cheburek_me_krsk,,,55.987645,92.853057,https://2gis.com/firm/70000001043663511
Япона хата,служба доставки суши,Доставка готовых блюд; Быстрое питание,"Ладо Кецховели, 77",1 этаж,660028,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+07:00,83912944416,89029580487,,,,http://www.yaponahata24.ru,,,https://vk.com/yapona_hata24,,,56.020418,92.812879,https://2gis.com/firm/985690700531349
Грильница,сеть ресторанов быстрого питания,Доставка готовых блюд; Кафе; Быстрое питание; Пиццерии; Магазины ингредиентов азиатской кухни; Кофейни; Столовые; Суши-бары / рестораны,"Дмитрия Мартынова, 22",,660043,Покровский,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00,+07:00,83912008111,,,control@grilnica.ru,,http://grilnica.ru/krasnoyarsk/?utm_source=2gis&utm_medium=cpc&utm_campaign=krasnoyarsk,,,https://vk.com/grilnica_krasnoyarsk,,,56.03847,92.874067,https://2gis.com/firm/70000001040343006
